TournamentMatchCode,Match,Result,Red1,Red2,Red3,Blue1,Blue2,Blue3,RTot,BTot, 
1617velv-md-an2-Q-3,Q-3,85-25 R,11553,4240,0,2897,11533,0,85,25,
1617velv-md-an2-Q-4,Q-4,60-115 B,6263,8143,0,10778,2818,0,60,115,
1617velv-md-an2-Q-5,Q-5,68-145 B,12063,11525,0,6266,8645,0,68,145,
1617velv-md-an2-Q-6,Q-6,110-120 B,6265,9799,0,8221,9338,0,110,120,
1617velv-md-an2-Q-7,Q-7,21-50 B,11553,10778,0,6264,365,0,21,50,
1617velv-md-an2-Q-8,Q-8,21-85 B,11695,10216,0,12063,8143,0,21,85,
1617velv-md-an2-Q-9,Q-9,145-175 B,8645,6262,0,11552,2818,0,145,175,
1617velv-md-an2-Q-10,Q-10,35-45 B,10145,2897,0,9530,9799,0,35,45,
1617velv-md-an2-Q-11,Q-11,55-50 R,6266,8221,0,4240,6263,0,55,50,
1617velv-md-an2-Q-12,Q-12,60-60 T,3113,11533,0,6264,9338,0,60,60,
1617velv-md-an2-Q-13,Q-13,49-10 R,11525,10778,0,6265,9530,0,49,10,
1617velv-md-an2-Q-14,Q-14,100-225 B,8221,2897,0,2818,365,0,100,225,
1617velv-md-an2-Q-15,Q-15,90-90 T,3113,9799,0,11695,8645,0,90,90,
1617velv-md-an2-Q-16,Q-16,70-15 R,9338,11553,0,6266,11552,0,70,15,
1617velv-md-an2-Q-17,Q-17,41-14 R,8143,6264,0,10145,11525,0,41,14,
1617velv-md-an2-Q-18,Q-18,30-30 T,6263,6262,0,12063,11533,0,30,30,
1617velv-md-an2-Q-19,Q-19,16-170 B,4240,6265,0,10216,2818,0,16,170,
1617velv-md-an2-Q-20,Q-20,30-95 B,11552,365,0,9799,8143,0,30,95,
1617velv-md-an2-Q-21,Q-21,20-80 B,6266,10778,0,3113,2897,0,20,80,
1617velv-md-an2-Q-22,Q-22,135-80 R,9530,8645,0,8221,11533,0,135,80,
1617velv-md-an2-Q-23,Q-23,75-40 R,12063,10145,0,11553,6265,0,75,40,
1617velv-md-an2-Q-24,Q-24,33-14 R,10216,9338,0,11525,6263,0,33,14,
1617velv-md-an2-Q-25,Q-25,60-10 R,6264,4240,0,6262,11695,0,60,10,
1617velv-md-an2-Q-26,Q-26,285-160 R,11533,2818,0,6266,9799,0,285,160,
1617velv-md-an2-Q-27,Q-27,40-150 B,10145,9338,0,8645,10778,0,40,150,
1617velv-md-an2-Q-28,Q-28,70-105 B,11552,6264,0,10216,8221,0,70,105,
1617velv-md-an2-Q-29,Q-29,20-85 B,9530,6263,0,11695,11553,0,20,85,
1617velv-md-an2-Q-30,Q-30,70-155 B,365,12063,0,4240,3113,0,70,155,
1617velv-md-an2-Q-31,Q-31,20-65 B,6262,6265,0,8143,2897,0,20,65,
1617velv-md-an2-Q-32,Q-32,180-120 R,11525,2818,0,8221,11695,0,180,120,
1617velv-md-an2-SF-1-1,SF-1-1,190-0 R,2818,8645,365,9338,12063,10216,190,0,
1617velv-md-an2-SF-2-1,SF-2-1,65-150 B,3113,9799,4240,8143,8221,6264,65,150,
1617velv-md-an2-SF-1-2,SF-1-2,195-20 R,2818,8645,365,9338,12063,10216,195,20,
1617velv-md-an2-SF-2-2,SF-2-2,90-120 B,3113,9799,4240,8143,8221,6264,90,120,
1617velv-md-an2-F-1,F-1,190-130 R,2818,8645,365,8143,8221,6264,190,130,
1617velv-md-an2-F-2,F-2,160-105 R,2818,8645,365,8143,8221,6264,160,105,
1617velv-md-ho-Q-1,Q-1,25-32 B,9957,9770,0,4141,9450,0,25,32,
1617velv-md-ho-Q-2,Q-2,30-25 R,9866,12342,0,10078,10025,0,30,25,
1617velv-md-ho-Q-3,Q-3,125-40 R,11389,11896,0,6328,5709,0,125,40,
1617velv-md-ho-Q-4,Q-4,115-35 R,7393,4451,0,11553,10719,0,115,35,
1617velv-md-ho-Q-5,Q-5,26-20 R,8993,5014,0,3886,607,0,26,20,
1617velv-md-ho-Q-6,Q-6,59-26 R,11215,9530,0,10216,7266,0,59,26,
1617velv-md-ho-Q-7,Q-7,40-5 R,11500,12161,0,5178,3583,0,40,5,
1617velv-md-ho-Q-8,Q-8,140-60 R,8521,6484,0,8121,8221,0,140,60,
1617velv-md-ho-Q-9,Q-9,55-15 R,7265,607,0,3796,9866,0,55,15,
1617velv-md-ho-Q-10,Q-10,76-17 R,4451,4141,0,5014,9530,0,76,17,
1617velv-md-ho-Q-11,Q-11,30-100 B,11553,10025,0,11500,7266,0,30,100,
1617velv-md-ho-Q-12,Q-12,150-20 R,6484,7393,0,12342,8993,0,150,20,
1617velv-md-ho-Q-13,Q-13,90-40 R,10719,11389,0,3796,9957,0,90,40,
1617velv-md-ho-Q-14,Q-14,30-70 B,3583,8121,0,9770,10216,0,30,70,
1617velv-md-ho-Q-15,Q-15,10-85 B,5709,9450,0,12161,8521,0,10,85,
1617velv-md-ho-Q-16,Q-16,175-60 R,8221,6328,0,10078,5178,0,175,60,
1617velv-md-ho-Q-17,Q-17,45-11 R,7265,3886,0,11896,11215,0,45,11,
1617velv-md-ho-Q-18,Q-18,40-30 R,7266,607,0,6484,3583,0,40,30,
1617velv-md-ho-Q-19,Q-19,85-90 B,10719,12342,0,8521,9770,0,85,90,
1617velv-md-ho-Q-20,Q-20,160-40 R,8221,9530,0,11389,11500,0,160,40,
1617velv-md-ho-Q-21,Q-21,30-95 B,5709,3886,0,9957,5178,0,30,95,
1617velv-md-ho-Q-22,Q-22,29-20 R,10025,10216,0,7393,12161,0,29,20,
1617velv-md-ho-Q-23,Q-23,40-50 B,10078,3796,0,8121,5014,0,40,50,
1617velv-md-ho-Q-24,Q-24,80-55 R,4451,11896,0,9450,9866,0,80,55,
1617velv-md-ho-Q-25,Q-25,70-65 R,6328,11215,0,8993,4141,0,70,65,
1617velv-md-ho-Q-26,Q-26,160-10 R,11553,8521,0,7265,11389,0,160,10,
1617velv-md-ho-Q-27,Q-27,50-15 R,11500,5014,0,5709,6484,0,50,15,
1617velv-md-ho-Q-28,Q-28,55-60 B,10216,10078,0,3886,10719,0,55,60,
1617velv-md-ho-Q-29,Q-29,100-120 B,7393,3796,0,8221,4141,0,100,120,
1617velv-md-ho-Q-30,Q-30,15-95 B,9770,8993,0,10025,4451,0,15,95,
1617velv-md-ho-Q-31,Q-31,30-30 T,9450,3583,0,12342,7265,0,30,30,
1617velv-md-ho-Q-32,Q-32,51-35 R,11215,8121,0,12161,607,0,51,35,
1617velv-md-ho-Q-33,Q-33,90-80 R,9866,7266,0,6328,9957,0,90,80,
1617velv-md-ho-Q-34,Q-34,70-35 R,5178,11553,0,11896,9530,0,70,35,
1617velv-md-ho-Q-35,Q-35,20-105 B,12342,3886,0,4451,11500,0,20,105,
1617velv-md-ho-Q-36,Q-36,160-37 R,8221,10719,0,11215,10025,0,160,37,
1617velv-md-ho-Q-37,Q-37,25-107 B,7265,7266,0,7393,5709,0,25,107,
1617velv-md-ho-Q-38,Q-38,110-50 R,8521,6328,0,3583,9530,0,110,50,
1617velv-md-ho-Q-39,Q-39,59-35 R,10216,9450,0,6484,3796,0,59,35,
1617velv-md-ho-Q-40,Q-40,45-35 R,9866,5178,0,5014,9770,0,45,35,
1617velv-md-ho-Q-41,Q-41,95-15 R,8121,9957,0,8993,11553,0,95,15,
1617velv-md-ho-Q-42,Q-42,60-30 R,4141,10078,0,11389,607,0,60,30,
1617velv-md-ho-Q-43,Q-43,25-45 B,12161,7266,0,11896,6484,0,25,45,
1617velv-md-ho-SF-1-1,SF-1-1,160-45 R,8521,8221,10719,11500,6328,7266,160,45,
1617velv-md-ho-SF-1-2,SF-1-2,145-60 R,8521,8221,10719,11500,6328,7266,145,60,
1617velv-md-ho-SF-2-1,SF-2-1,120-50 R,4451,7393,5014,4141,8121,9866,120,50,
1617velv-md-ho-SF-2-2,SF-2-2,100-60 R,4451,7393,5014,4141,8121,9866,100,60,
1617velv-md-ho-F-1,F-1,215-125 R,8521,8221,10719,4451,7393,5014,215,125,
1617velv-md-ho-F-2,F-2,165-100 R,8521,8221,10719,4451,7393,5014,165,100,
